algorithm,name,description,qgis_type
saga:snappointstolines,INPUT,Points,source
saga:snappointstolines,SNAP,Snap Features,source
saga:snappointstolines,OUTPUT,Result,vectorDestination
saga:snappointstolines,MOVES,Moves,vectorDestination
saga:snappointstolines,DISTANCE,Search Distance,number
saga:snappointstopoints,INPUT,Points,source
saga:snappointstopoints,SNAP,Snap Features,source
saga:snappointstopoints,OUTPUT,Result,vectorDestination
saga:snappointstopoints,MOVES,Moves,vectorDestination
saga:snappointstopoints,DISTANCE,Search Distance,number
saga:soiltextureclassification,SAND,Sand,raster
saga:soiltextureclassification,SILT,Silt,raster
saga:soiltextureclassification,CLAY,Clay,raster
saga:soiltextureclassification,TEXTURE,Soil Texture,rasterDestination
saga:soiltextureclassification,SUM,Sum,rasterDestination
saga:spatialpointpatternanalysis,POINTS,Points,source
saga:spatialpointpatternanalysis,CENTRE,Mean Centre,vectorDestination
saga:spatialpointpatternanalysis,STDDIST,Standard Distance,vectorDestination
saga:spatialpointpatternanalysis,BBOX,Bounding Box,vectorDestination
saga:splitlinesatpoints,LINES,Lines,source
saga:splitlinesatpoints,SPLIT,Split Features,source
saga:splitlinesatpoints,INTERSECT,Intersection,vectorDestination
saga:splitlinesatpoints,OUTPUT,Output,enum
saga:splitlinesatpoints,EPSILON,Epsilon,number
saga:splitlineswithlines,LINES,Lines,source
saga:splitlineswithlines,SPLIT,Split Features,source
saga:splitlineswithlines,INTERSECT,Intersection,vectorDestination
saga:splitlineswithlines,OUTPUT,Output,enum
saga:splitrgbbands,INPUT,Input layer,raster
saga:splitrgbbands,R,Output R band layer,rasterDestination
saga:splitrgbbands,G,Output G band layer,rasterDestination
saga:splitrgbbands,B,Output B band layer,rasterDestination
saga:splitshapeslayerrandomly,SHAPES,Shapes,source
saga:splitshapeslayerrandomly,A,Group A,vectorDestination
saga:splitshapeslayerrandomly,B,Group B,vectorDestination
saga:statisticsforrasters,GRIDS,Grids,multilayer
saga:statisticsforrasters,PCTL_VAL,Percentile,number
saga:statisticsforrasters,MEAN,Arithmetic Mean,rasterDestination
saga:statisticsforrasters,MIN,Minimum,rasterDestination
saga:statisticsforrasters,MAX,Maximum,rasterDestination
saga:statisticsforrasters,VAR,Variance,rasterDestination
saga:statisticsforrasters,SUM,Sum,rasterDestination
saga:statisticsforrasters,RANGE,Range,rasterDestination
saga:statisticsforrasters,PCTL,Percentile,rasterDestination
saga:statisticsforrasters,STDDEV,Standard Deviation,rasterDestination
saga:statisticsforrasters,STDDEVLO,Mean less Standard Deviation,rasterDestination
saga:statisticsforrasters,STDDEVHI,Mean plus Standard Deviation,rasterDestination
saga:strahlerorder,DEM,Elevation,raster
saga:strahlerorder,STRAHLER,Strahler Order,rasterDestination
saga:streampowerindex,SLOPE,Slope,raster
saga:streampowerindex,AREA,Catchment Area,raster
saga:streampowerindex,CONV,Area Conversion,enum
saga:streampowerindex,SPI,Stream Power Index,rasterDestination
saga:successiveflowrouting,DEM,DEM,raster
saga:successiveflowrouting,ITERATIONS,Iterations,number
saga:successiveflowrouting,RUNOFF,Runoff,number
saga:successiveflowrouting,FLOW,Flow,rasterDestination
saga:supervisedclassification,GRIDS,Grids,multilayer
saga:supervisedclassification,ROI,Training Areas,source
saga:supervisedclassification,ROI_ID,Class Identifier,field
saga:supervisedclassification,STATS,Class Statistics,source
saga:supervisedclassification,STATS_SRC,Get Class Statistics from...,enum
saga:supervisedclassification,METHOD,Method,enum
saga:supervisedclassification,NORMALISE,Normalise,boolean
saga:supervisedclassification,THRESHOLD_DIST,Distance Threshold,number
saga:supervisedclassification,RELATIVE_PROB,Probability Reference,enum
saga:supervisedclassification,WTA_0,Binary Encoding,boolean
saga:supervisedclassification,WTA_1,Parallelepiped,boolean
saga:supervisedclassification,WTA_2,Minimum Distance,boolean
saga:supervisedclassification,WTA_3,Mahalanobis Distance,boolean
saga:supervisedclassification,WTA_4,Maximum Likelihood,boolean
saga:supervisedclassification,WTA_5,Spectral Angle Mapping,boolean
saga:supervisedclassification,CLASS_INFO,Class Information,vectorDestination
saga:supervisedclassification,CLASSES,Classification,rasterDestination
saga:supervisedclassification,QUALITY,Quality,rasterDestination
saga:supervisedclassificationforgrids,GRIDS,Features,multilayer
saga:supervisedclassificationforgrids,NORMALISE,Normalise,boolean
saga:supervisedclassificationforgrids,CLASSES,Classification,rasterDestination
saga:supervisedclassificationforgrids,QUALITY,Quality,rasterDestination
saga:supervisedclassificationforgrids,TRAINING,Training Areas,source
saga:supervisedclassificationforgrids,TRAINING_CLASS,Class Identifier,source
saga:supervisedclassificationforgrids,FILE_LOAD,Load Statistics from File...,file
saga:supervisedclassificationforgrids,FILE_SAVE,Save Statistics to File...,file
saga:supervisedclassificationforgrids,METHOD,Method,enum
saga:supervisedclassificationforgrids,THRESHOLD_DIST,Distance Threshold,number
saga:supervisedclassificationforgrids,THRESHOLD_PROB,Probability Threshold,number
saga:supervisedclassificationforgrids,RELATIVE_PROB,Probability Reference,enum
saga:supervisedclassificationforgrids,WTA_0,Binary Encoding,boolean
saga:supervisedclassificationforgrids,WTA_1,Parallelepiped,boolean
saga:supervisedclassificationforgrids,WTA_2,Minimum Distance,boolean
saga:supervisedclassificationforgrids,WTA_3,Mahalanobis Distance,boolean
saga:supervisedclassificationforgrids,WTA_4,Maximum Likelihood,boolean
saga:supervisedclassificationforgrids,WTA_5,Spectral Angle Mapping,boolean
saga:supervisedclassificationforshapes,SHAPES,Shapes,source
saga:supervisedclassificationforshapes,CLASSES,Classification,vectorDestination
saga:supervisedclassificationforshapes,FEATURES,Features,source
saga:supervisedclassificationforshapes,NORMALISE,Normalise,boolean
saga:supervisedclassificationforshapes,TRAINING,Training Classes,source
saga:supervisedclassificationforshapes,FILE_LOAD,Load Statistics from File...,file
saga:supervisedclassificationforshapes,FILE_SAVE,Save Statistics to File...,file
saga:supervisedclassificationforshapes,METHOD,Method,enum
saga:supervisedclassificationforshapes,THRESHOLD_DIST,Distance Threshold,number
saga:supervisedclassificationforshapes,THRESHOLD_PROB,Probability Threshold,number
saga:supervisedclassificationforshapes,RELATIVE_PROB,Probability Reference,enum
saga:supervisedclassificationforshapes,WTA_0,Binary Encoding,boolean
saga:supervisedclassificationforshapes,WTA_1,Parallelepiped,boolean
saga:supervisedclassificationforshapes,WTA_2,Minimum Distance,boolean
saga:supervisedclassificationforshapes,WTA_3,Mahalanobis Distance,boolean
saga:supervisedclassificationforshapes,WTA_4,Maximum Likelihood,boolean
saga:supervisedclassificationforshapes,WTA_5,Spectral Angle Mapping,boolean
saga:supportvectormachineclassificationopencv,FEATURES,Features,multilayer
saga:supportvectormachineclassificationopencv,NORMALIZE,Normalize,boolean
saga:supportvectormachineclassificationopencv,TRAIN_AREAS,Training Areas,source
saga:supportvectormachineclassificationopencv,TRAIN_CLASS,Class Identifier,field
saga:supportvectormachineclassificationopencv,CLASSES,Classification,rasterDestination
saga:supportvectormachineclassificationopencv,SVM_TYPE,SVM Type,enum
saga:supportvectormachineclassificationopencv,C,C,number
saga:supportvectormachineclassificationopencv,NU,Nu,number
saga:supportvectormachineclassificationopencv,P,P,number
saga:supportvectormachineclassificationopencv,KERNEL,Kernel Type,enum
saga:supportvectormachineclassificationopencv,COEF0,Coefficient 0,number
saga:supportvectormachineclassificationopencv,DEGREE,Degree,number
saga:supportvectormachineclassificationopencv,GAMMA,Gamma,number
saga:surfaceandgradient,MASK,Mask,raster
saga:surfaceandgradient,SURF,Surface,rasterDestination
saga:surfaceandgradient,GRAD,Gradient,rasterDestination
saga:surfaceandgradient,SURF_E,Surface Approximation Threshold,number
saga:surfacegradientandconcentration,MASK,Mask,raster
saga:surfacegradientandconcentration,SURF,Surface,rasterDestination
saga:surfacegradientandconcentration,GRAD,Gradient,rasterDestination
saga:surfacegradientandconcentration,CONC,Concentration,rasterDestination
saga:surfacegradientandconcentration,SURF_E,Surface Approximation Threshold,number
saga:surfacegradientandconcentration,CONC_IN,Inlet Concentration,number
saga:surfacegradientandconcentration,CONC_OUT,Outlet Concentration,number
saga:surfacegradientandconcentration,CONC_E,Concentration Approximation Threshold,number
saga:surfacegradientandconcentration,GRAD_MIN,Minimum Gradient,number
saga:surfacegradientandconcentration,NEIGHBOURS,Neighbourhood,enum
saga:surfacespecificpoints,ELEVATION,Elevation,raster
saga:surfacespecificpoints,METHOD,Method,enum
saga:surfacespecificpoints,THRESHOLD,Threshold,number
saga:surfacespecificpoints,RESULT,Result,rasterDestination
saga:svmclassification,GRIDS,Grids,multilayer
saga:svmclassification,CLASSES,Classification,rasterDestination
saga:svmclassification,SCALING,Scaling,enum
saga:svmclassification,MESSAGE,Verbose Messages,boolean
saga:svmclassification,MODEL_SRC,Model Source,enum
saga:svmclassification,MODEL_LOAD,Restore Model from File,file
saga:svmclassification,ROI,Training Areas,source
saga:svmclassification,ROI_ID,Class Identifier,field
saga:svmclassification,MODEL_SAVE,Store Model to File,file
saga:svmclassification,SVM_TYPE,SVM Type,enum
saga:svmclassification,KERNEL_TYPE,Kernel Type,enum
saga:svmclassification,DEGREE,Degree,number
saga:svmclassification,GAMMA,Gamma,number
saga:svmclassification,COEF0,coef0,number
saga:svmclassification,COST,C,number
saga:svmclassification,NU,nu-SVR,number
saga:svmclassification,EPS_SVR,SVR Epsilon,number
saga:svmclassification,CACHE_SIZE,Cache Size,number
saga:svmclassification,EPS,Epsilon,number
saga:svmclassification,SHRINKING,Shrinking,boolean
saga:svmclassification,PROBABILITY,Probability Estimates,boolean
saga:svmclassification,CROSSVAL,Cross Validation,number
saga:symmetricaldifference,A,Layer A,source
saga:symmetricaldifference,B,Layer B,source
saga:symmetricaldifference,SPLIT,Split Parts,boolean
saga:symmetricaldifference,RESULT,Symmetrical Difference,vectorDestination
saga:tasseledcaptransformation,BRIGHTNESS,Brightness,rasterDestination
saga:tasseledcaptransformation,GREENNESS,Greenness,rasterDestination
saga:tasseledcaptransformation,WETNESS,Wetness,rasterDestination
saga:tcilow,DISTANCE,Vertical Distance to Channel Network,raster
saga:tcilow,TWI,Topographic Wetness Index,raster
saga:tcilow,TCILOW,TCI Low,rasterDestination
saga:terrainmapview,DEM,DEM,raster
saga:terrainmapview,SHADE,Shade,rasterDestination
saga:terrainmapview,OPENNESS,Openness,rasterDestination
saga:terrainmapview,SLOPE,Slope,rasterDestination
saga:terrainmapview,CONTOURS,Contours,vectorDestination
saga:terrainmapview,METHOD,Method,enum
saga:terrainmapview,RADIUS,Radial Limit,number
saga:terrainmapview,CONTOUR_LINES,Contour Lines,boolean
saga:terrainmapview,EQUIDISTANCE,Equidistance,number
saga:terrainruggednessindextri,DEM,Elevation,raster
saga:terrainruggednessindextri,DISTANCE_WEIGHTING_DW_WEIGHTING,Distance Weighting,enum
saga:terrainruggednessindextri,DISTANCE_WEIGHTING_DW_IDW_POWER,Inverse Distance Weighting Power,number
saga:terrainruggednessindextri,DISTANCE_WEIGHTING_DW_BANDWIDTH,Gaussian and Exponential Weighting Bandwidth,number
saga:terrainsurfaceclassificationiwahashiandpike,DEM,Elevation,raster
saga:terrainsurfaceclassificationiwahashiandpike,SLOPE,Slope,raster
saga:terrainsurfaceclassificationiwahashiandpike,CONVEXITY,Convexity,raster
saga:terrainsurfaceclassificationiwahashiandpike,CONV_RECALC,Recalculate,boolean
saga:terrainsurfaceclassificationiwahashiandpike,TEXTURE,Texture,raster
saga:terrainsurfaceclassificationiwahashiandpike,TEXT_RECALC,Recalculate,boolean
saga:terrainsurfaceclassificationiwahashiandpike,LANDFORMS,Landforms,rasterDestination
saga:terrainsurfaceclassificationiwahashiandpike,TYPE,Number of Classes,enum
saga:terrainsurfaceclassificationiwahashiandpike,CONV_KERNEL,Laplacian Filter Kernel,enum
saga:terrainsurfaceclassificationiwahashiandpike,CONV_TYPE,Type,enum
saga:terrainsurfaceclassificationiwahashiandpike,CONV_EPSILON,Flat Area Threshold,number
saga:terrainsurfaceclassificationiwahashiandpike,TEXT_EPSILON,Flat Area Threshold,number
saga:terrainsurfaceconvexity,DEM,Elevation,raster
saga:terrainsurfaceconvexity,CONVEXITY,Convexity,rasterDestination
saga:terrainsurfaceconvexity,KERNEL,Laplacian Filter Kernel,enum
saga:terrainsurfaceconvexity,TYPE,Type,enum
saga:terrainsurfaceconvexity,EPSILON,Flat Area Threshold,number
saga:terrainsurfaceconvexity,METHOD,Method,enum
saga:terrainsurfaceconvexity,DW_WEIGHTING,Weighting Function,enum
saga:terrainsurfaceconvexity,DW_IDW_POWER,Inverse Distance Weighting Power,number
saga:terrainsurfaceconvexity,DW_IDW_OFFSET,Inverse Distance Offset,boolean
saga:terrainsurfaceconvexity,DW_BANDWIDTH,Gaussian and Exponential Weighting Bandwidth,number
saga:terrainsurfacetexture,DEM,Elevation,raster
saga:terrainsurfacetexture,TEXTURE,Texture,rasterDestination
saga:terrainsurfacetexture,EPSILON,Flat Area Threshold,number
saga:terrainsurfacetexture,METHOD,Method,enum
saga:terrainsurfacetexture,DW_WEIGHTING,Weighting Function,enum
saga:terrainsurfacetexture,DW_IDW_POWER,Inverse Distance Weighting Power,number
saga:terrainsurfacetexture,DW_IDW_OFFSET,Inverse Distance Offset,boolean
saga:terrainsurfacetexture,DW_BANDWIDTH,Gaussian and Exponential Weighting Bandwidth,number
saga:thiessenpolygons,POINTS,Points,source
saga:thiessenpolygons,POLYGONS,Polygons,vectorDestination
saga:thiessenpolygons,FRAME,Frame Size,number
saga:thinplatespline,SHAPES,Points,source
saga:thinplatespline,FIELD,Attribute,field
saga:thinplatespline,REGULARISATION,Regularisation,number
saga:thinplatespline,SEARCH_RANGE,Search Range,enum
saga:thinplatespline,SEARCH_RADIUS,Search Radius,number
saga:thinplatespline,SEARCH_POINTS_ALL,Number of Points,enum
saga:thinplatespline,SEARCH_POINTS_MIN,Maximum Number of Points,number
saga:thinplatespline,SEARCH_POINTS_MAX,Maximum Number of Points,number
saga:thinplatespline,SEARCH_DIRECTION,Search Direction,enum
saga:thinplatespline,TARGET_USER_SIZE,Cellsize,number
saga:thinplatespline,TARGET_USER_FITS,Fit,enum
saga:thinplatespline,TARGET_TEMPLATE,Target system,raster
saga:thinplatespline,TARGET_OUT_GRID,Grid,rasterDestination
saga:thinplatesplinetin,SHAPES,Points,source
saga:thinplatesplinetin,FIELD,Attribute,field
saga:thinplatesplinetin,REGULARISATION,Regularisation,number
saga:thinplatesplinetin,LEVEL,Neighbourhood,enum
saga:thinplatesplinetin,FRAME,Add Frame,boolean
saga:thinplatesplinetin,TARGET_USER_SIZE,Cellsize,number
saga:thinplatesplinetin,TARGET_USER_FITS,Fit,enum
saga:thinplatesplinetin,TARGET_OUT_GRID,Grid,rasterDestination
saga:thresholdrasterbuffer,FEATURES,Features Grid,raster
saga:thresholdrasterbuffer,VALUE,Value Grid,raster
saga:thresholdrasterbuffer,THRESHOLDGRID,Threshold Grid,raster
saga:thresholdrasterbuffer,THRESHOLD,Threshold,number
saga:thresholdrasterbuffer,THRESHOLDTYPE,Threshold Type,enum
saga:thresholdrasterbuffer,BUFFER,Buffer Grid,rasterDestination
saga:topofatmospherereflectance,DN_MSS01,DN Band 1,raster
saga:topofatmospherereflectance,DN_MSS02,DN Band 2,raster
saga:topofatmospherereflectance,DN_MSS03,DN Band 3,raster
saga:topofatmospherereflectance,DN_MSS04,DN Band 4,raster
saga:topofatmospherereflectance,RF_MSS01,Reflectance Band 1,rasterDestination
saga:topofatmospherereflectance,RF_MSS02,Reflectance Band 2,rasterDestination
saga:topofatmospherereflectance,RF_MSS03,Reflectance Band 3,rasterDestination
saga:topofatmospherereflectance,RF_MSS04,Reflectance Band 4,rasterDestination
saga:topofatmospherereflectance,DN_ETM01,DN Band 1,raster
saga:topofatmospherereflectance,DN_ETM02,DN Band 2,raster
saga:topofatmospherereflectance,DN_ETM03,DN Band 3,raster
saga:topofatmospherereflectance,DN_ETM04,DN Band 4,raster
saga:topofatmospherereflectance,DN_ETM05,DN Band 5,raster
saga:topofatmospherereflectance,DN_ETM07,DN Band 7,raster
saga:topofatmospherereflectance,RF_ETM01,Reflectance Band 1,rasterDestination
saga:topofatmospherereflectance,RF_ETM02,Reflectance Band 2,rasterDestination
saga:topofatmospherereflectance,RF_ETM03,Reflectance Band 3,rasterDestination
saga:topofatmospherereflectance,RF_ETM04,Reflectance Band 4,rasterDestination
saga:topofatmospherereflectance,RF_ETM05,Reflectance Band 5,rasterDestination
saga:topofatmospherereflectance,RF_ETM07,Reflectance Band 7,rasterDestination
saga:topofatmospherereflectance,DN_OLI01,DN Band 1,raster
saga:topofatmospherereflectance,DN_OLI02,DN Band 2,raster
saga:topofatmospherereflectance,DN_OLI03,DN Band 3,raster
saga:topofatmospherereflectance,DN_OLI04,DN Band 4,raster
saga:topofatmospherereflectance,DN_OLI05,DN Band 5,raster
saga:topofatmospherereflectance,DN_OLI06,DN Band 6,raster
saga:topofatmospherereflectance,DN_OLI07,DN Band 7,raster
saga:topofatmospherereflectance,DN_OLI09,DN Band 9,raster
saga:topofatmospherereflectance,RF_OLI01,Reflectance Band 1,rasterDestination
saga:topofatmospherereflectance,RF_OLI02,Reflectance Band 2,rasterDestination
saga:topofatmospherereflectance,RF_OLI03,Reflectance Band 3,rasterDestination
saga:topofatmospherereflectance,RF_OLI04,Reflectance Band 4,rasterDestination
saga:topofatmospherereflectance,RF_OLI05,Reflectance Band 5,rasterDestination
saga:topofatmospherereflectance,RF_OLI06,Reflectance Band 6,rasterDestination
saga:topofatmospherereflectance,RF_OLI07,Reflectance Band 7,rasterDestination
saga:topofatmospherereflectance,RF_OLI09,Reflectance Band 9,rasterDestination
saga:topofatmospherereflectance,DN__TM06,DN Band 6,raster
saga:topofatmospherereflectance,RF__TM06,Reflectance Band 6,rasterDestination
saga:topofatmospherereflectance,DN_ETM61,DN Band 61,raster
saga:topofatmospherereflectance,DN_ETM62,DN Band 62,raster
saga:topofatmospherereflectance,RF_ETM61,Reflectance Band 61,rasterDestination
saga:topofatmospherereflectance,RF_ETM62,Reflectance Band 62,rasterDestination
saga:topofatmospherereflectance,DN_OLI10,DN Band 10,raster
saga:topofatmospherereflectance,DN_OLI11,DN Band 11,raster
saga:topofatmospherereflectance,RF_OLI10,Reflectance Band 10,rasterDestination
